state,tid,spec,result,misc,exp_key,owner,version,book_time,refresh_time,loss,status,params.c_annual,params.c_monthly,params.starting_deviation,params.stick_down_eta,params.strong_side_eta
2,20,,"{'loss': 1.4235675961806196, 'params': {'c_annual': 38.4600436423317, 'c_monthly': 30.431691467718984, 'starting_deviation': 347.0, 'stick_down_eta': 10.967239850714058, 'strong_side_eta': 41.95867631943454}, 'status': 'ok'}","{'tid': 20, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [20], 'c_monthly': [20], 'starting_deviation': [20], 'stick_down_eta': [20], 'strong_side_eta': [20]}, 'vals': {'c_annual': [38.4600436423317], 'c_monthly': [30.431691467718984], 'starting_deviation': [347.0], 'stick_down_eta': [10.967239850714058], 'strong_side_eta': [41.95867631943454]}}",,,0,2022-09-17 05:54:47.853,2022-09-17 05:54:53.685,1.4235675961806196,ok,38.4600436423317,30.431691467718984,347.0,10.967239850714058,41.95867631943454
2,21,,"{'loss': 1.4256317331095694, 'params': {'c_annual': 36.17037855191944, 'c_monthly': 4.360806316038772, 'starting_deviation': 347.0, 'stick_down_eta': 33.76769017739142, 'strong_side_eta': 30.51501434259349}, 'status': 'ok'}","{'tid': 21, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [21], 'c_monthly': [21], 'starting_deviation': [21], 'stick_down_eta': [21], 'strong_side_eta': [21]}, 'vals': {'c_annual': [36.17037855191944], 'c_monthly': [4.360806316038772], 'starting_deviation': [347.0], 'stick_down_eta': [33.76769017739142], 'strong_side_eta': [30.51501434259349]}}",,,0,2022-09-17 05:54:53.704,2022-09-17 05:54:59.536,1.4256317331095694,ok,36.17037855191944,4.360806316038772,347.0,33.76769017739142,30.51501434259349
2,22,,"{'loss': 1.4186492922902696, 'params': {'c_annual': 29.57906103161849, 'c_monthly': 30.282873533278803, 'starting_deviation': 344.0, 'stick_down_eta': 0.11844206699144566, 'strong_side_eta': 198.4406988485669}, 'status': 'ok'}","{'tid': 22, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [22], 'c_monthly': [22], 'starting_deviation': [22], 'stick_down_eta': [22], 'strong_side_eta': [22]}, 'vals': {'c_annual': [29.57906103161849], 'c_monthly': [30.282873533278803], 'starting_deviation': [344.0], 'stick_down_eta': [0.11844206699144566], 'strong_side_eta': [198.4406988485669]}}",,,0,2022-09-17 05:54:59.553,2022-09-17 05:55:05.355,1.4186492922902696,ok,29.57906103161849,30.282873533278803,344.0,0.11844206699144566,198.4406988485669
2,23,,"{'loss': 1.4257062322272858, 'params': {'c_annual': 40.80827861388292, 'c_monthly': 29.65369255080343, 'starting_deviation': 382.0, 'stick_down_eta': 1.4355232103588378, 'strong_side_eta': 2.822239547446898}, 'status': 'ok'}","{'tid': 23, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [23], 'c_monthly': [23], 'starting_deviation': [23], 'stick_down_eta': [23], 'strong_side_eta': [23]}, 'vals': {'c_annual': [40.80827861388292], 'c_monthly': [29.65369255080343], 'starting_deviation': [382.0], 'stick_down_eta': [1.4355232103588378], 'strong_side_eta': [2.822239547446898]}}",,,0,2022-09-17 05:55:05.374,2022-09-17 05:55:11.307,1.4257062322272858,ok,40.80827861388292,29.65369255080343,382.0,1.4355232103588378,2.822239547446898
2,24,,"{'loss': 1.4217414954298455, 'params': {'c_annual': 30.87322238372127, 'c_monthly': 30.161295335652625, 'starting_deviation': 494.0, 'stick_down_eta': 50.3695315647755, 'strong_side_eta': 197.64116280007906}, 'status': 'ok'}","{'tid': 24, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [24], 'c_monthly': [24], 'starting_deviation': [24], 'stick_down_eta': [24], 'strong_side_eta': [24]}, 'vals': {'c_annual': [30.87322238372127], 'c_monthly': [30.161295335652625], 'starting_deviation': [494.0], 'stick_down_eta': [50.3695315647755], 'strong_side_eta': [197.64116280007906]}}",,,0,2022-09-17 05:55:11.326,2022-09-17 05:55:17.365,1.4217414954298455,ok,30.87322238372127,30.161295335652625,494.0,50.3695315647755,197.64116280007906
2,25,,"{'loss': 1.433074309074249, 'params': {'c_annual': 21.065892709503075, 'c_monthly': 8.564917115838618, 'starting_deviation': 391.0, 'stick_down_eta': 114.07238744456089, 'strong_side_eta': 51.57687282155603}, 'status': 'ok'}","{'tid': 25, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [25], 'c_monthly': [25], 'starting_deviation': [25], 'stick_down_eta': [25], 'strong_side_eta': [25]}, 'vals': {'c_annual': [21.065892709503075], 'c_monthly': [8.564917115838618], 'starting_deviation': [391.0], 'stick_down_eta': [114.07238744456089], 'strong_side_eta': [51.57687282155603]}}",,,0,2022-09-17 05:55:17.391,2022-09-17 05:55:23.225,1.433074309074249,ok,21.065892709503075,8.564917115838618,391.0,114.07238744456089,51.57687282155603
2,26,,"{'loss': 1.4213485984414824, 'params': {'c_annual': 32.6025074043099, 'c_monthly': 20.581395176753244, 'starting_deviation': 323.0, 'stick_down_eta': 1.98062017968779, 'strong_side_eta': 69.17494980511341}, 'status': 'ok'}","{'tid': 26, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [26], 'c_monthly': [26], 'starting_deviation': [26], 'stick_down_eta': [26], 'strong_side_eta': [26]}, 'vals': {'c_annual': [32.6025074043099], 'c_monthly': [20.581395176753244], 'starting_deviation': [323.0], 'stick_down_eta': [1.98062017968779], 'strong_side_eta': [69.17494980511341]}}",,,0,2022-09-17 05:55:23.244,2022-09-17 05:55:29.142,1.4213485984414824,ok,32.6025074043099,20.581395176753244,323.0,1.98062017968779,69.17494980511341
2,27,,"{'loss': 1.4253009883182712, 'params': {'c_annual': 49.87638026993184, 'c_monthly': 26.641326402147516, 'starting_deviation': 459.0, 'stick_down_eta': 16.621357784880026, 'strong_side_eta': 21.313759868244617}, 'status': 'ok'}","{'tid': 27, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [27], 'c_monthly': [27], 'starting_deviation': [27], 'stick_down_eta': [27], 'strong_side_eta': [27]}, 'vals': {'c_annual': [49.87638026993184], 'c_monthly': [26.641326402147516], 'starting_deviation': [459.0], 'stick_down_eta': [16.621357784880026], 'strong_side_eta': [21.313759868244617]}}",,,0,2022-09-17 05:55:29.165,2022-09-17 05:55:34.983,1.4253009883182712,ok,49.87638026993184,26.641326402147516,459.0,16.621357784880026,21.313759868244617
2,28,,"{'loss': 1.4261835311096769, 'params': {'c_annual': 22.425217894333805, 'c_monthly': 33.065747814749145, 'starting_deviation': 407.0, 'stick_down_eta': 90.25154237425483, 'strong_side_eta': 146.97008096295644}, 'status': 'ok'}","{'tid': 28, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [28], 'c_monthly': [28], 'starting_deviation': [28], 'stick_down_eta': [28], 'strong_side_eta': [28]}, 'vals': {'c_annual': [22.425217894333805], 'c_monthly': [33.065747814749145], 'starting_deviation': [407.0], 'stick_down_eta': [90.25154237425483], 'strong_side_eta': [146.97008096295644]}}",,,0,2022-09-17 05:55:35.004,2022-09-17 05:55:40.772,1.4261835311096769,ok,22.425217894333805,33.065747814749145,407.0,90.25154237425483,146.97008096295644
2,29,,"{'loss': 1.4214934228749097, 'params': {'c_annual': 26.609378027652273, 'c_monthly': 19.479749642006052, 'starting_deviation': 500.0, 'stick_down_eta': 49.59450935235625, 'strong_side_eta': 193.0974945763073}, 'status': 'ok'}","{'tid': 29, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [29], 'c_monthly': [29], 'starting_deviation': [29], 'stick_down_eta': [29], 'strong_side_eta': [29]}, 'vals': {'c_annual': [26.609378027652273], 'c_monthly': [19.479749642006052], 'starting_deviation': [500.0], 'stick_down_eta': [49.59450935235625], 'strong_side_eta': [193.0974945763073]}}",,,0,2022-09-17 05:55:40.792,2022-09-17 05:55:46.799,1.4214934228749097,ok,26.609378027652273,19.479749642006052,500.0,49.59450935235625,193.0974945763073
2,30,,"{'loss': 1.4241938859147352, 'params': {'c_annual': 42.90505528874083, 'c_monthly': 17.769000473696053, 'starting_deviation': 363.0, 'stick_down_eta': 42.14918422494263, 'strong_side_eta': 70.00575029994052}, 'status': 'ok'}","{'tid': 30, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [30], 'c_monthly': [30], 'starting_deviation': [30], 'stick_down_eta': [30], 'strong_side_eta': [30]}, 'vals': {'c_annual': [42.90505528874083], 'c_monthly': [17.769000473696053], 'starting_deviation': [363.0], 'stick_down_eta': [42.14918422494263], 'strong_side_eta': [70.00575029994052]}}",,,0,2022-09-17 05:55:46.820,2022-09-17 05:55:52.531,1.4241938859147352,ok,42.90505528874083,17.769000473696053,363.0,42.14918422494263,70.00575029994052
2,31,,"{'loss': 1.42559539576729, 'params': {'c_annual': 36.32864178295075, 'c_monthly': 12.792725187050582, 'starting_deviation': 454.0, 'stick_down_eta': 70.46889613499415, 'strong_side_eta': 95.48216339053543}, 'status': 'ok'}","{'tid': 31, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [31], 'c_monthly': [31], 'starting_deviation': [31], 'stick_down_eta': [31], 'strong_side_eta': [31]}, 'vals': {'c_annual': [36.32864178295075], 'c_monthly': [12.792725187050582], 'starting_deviation': [454.0], 'stick_down_eta': [70.46889613499415], 'strong_side_eta': [95.48216339053543]}}",,,0,2022-09-17 05:55:52.552,2022-09-17 05:55:58.244,1.42559539576729,ok,36.32864178295075,12.792725187050582,454.0,70.46889613499415,95.48216339053543
2,32,,"{'loss': 1.418628761081627, 'params': {'c_annual': 43.420559997700344, 'c_monthly': 27.546896063782995, 'starting_deviation': 240.0, 'stick_down_eta': 0.5924466773314494, 'strong_side_eta': 183.31547435005967}, 'status': 'ok'}","{'tid': 32, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [32], 'c_monthly': [32], 'starting_deviation': [32], 'stick_down_eta': [32], 'strong_side_eta': [32]}, 'vals': {'c_annual': [43.420559997700344], 'c_monthly': [27.546896063782995], 'starting_deviation': [240.0], 'stick_down_eta': [0.5924466773314494], 'strong_side_eta': [183.31547435005967]}}",,,0,2022-09-17 05:55:58.274,2022-09-17 05:56:04.136,1.418628761081627,ok,43.420559997700344,27.546896063782995,240.0,0.5924466773314494,183.31547435005967
