date,rating,deviation,n_faceoffs,wins,player_name
2019-10,1517.817149098544,33.38170866545989,129,68,Mary Parker
2019-11,1505.5135267406336,29.84938505046391,171,89,Mary Parker
2019-12,1525.2379277437801,28.226370981594446,207,113,Mary Parker
2020-01,1522.990344466781,28.122039772833997,229,124,Mary Parker
2020-02,1523.6382108403561,25.529074088573136,286,154,Mary Parker
2020-03,1515.4724498238256,26.319618239539732,304,161,Mary Parker
2021-01,1512.151681965056,28.742724195455878,305,161,Mary Parker
Starting,1500.0,133.0,0,0,Kendall Cornine
2019-10,1515.768694487411,37.99624142351049,98,53,Kendall Cornine
2019-11,1541.3635392827389,35.766070960366726,116,65,Kendall Cornine
2019-12,1502.8556712285347,22.56488124768788,286,149,Kendall Cornine
2020-01,1526.4186771119344,18.520954017465886,456,244,Kendall Cornine
2020-02,1525.483991866623,18.692002056091408,545,292,Kendall Cornine
2020-03,1521.0410008347226,20.15677950704445,585,312,Kendall Cornine
2021-01,1528.2556142420117,22.130980123473712,612,329,Kendall Cornine
2021-11,1522.9527535731372,22.41071194931526,725,387,Kendall Cornine
2021-12,1516.855330182688,22.52461644951467,771,409,Kendall Cornine
2022-01,1527.5574929934648,21.166718722108087,852,454,Kendall Cornine
2022-02,1500.2248786631696,18.615031262169058,999,515,Kendall Cornine
2022-03,1514.3044460139279,17.840787096994024,1128,588,Kendall Cornine
Starting,1500.0,133.0,0,0,Lexie Laing
2019-10,1598.0165753777221,35.64697185853602,110,71,Lexie Laing
2019-11,1603.945521423234,32.23341500817981,142,91,Lexie Laing
2019-12,1584.2204077434121,24.536458287111845,254,156,Lexie Laing
2020-01,1578.0318224186076,21.217936646338448,369,227,Lexie Laing
2020-02,1575.8066606850532,22.064160026499454,409,251,Lexie Laing
2020-03,1580.5411198414515,23.390702274527236,432,266,Lexie Laing
2021-01,1560.8659097033512,22.301929882875285,513,309,Lexie Laing
2021-02,1564.0885551761517,23.875247916893926,529,320,Lexie Laing
2021-03,1559.7969343426478,24.43273852801975,557,335,Lexie Laing
2021-11,1548.726462219271,26.72596386335717,562,335,Lexie Laing
2021-12,1547.7775262321436,25.492602514612226,604,356,Lexie Laing
2022-01,1544.8946279504285,27.109156762862646,611,359,Lexie Laing
2022-02,1541.8954348750478,29.004055713781298,613,360,Lexie Laing
2022-03,1541.6370492734036,30.660240638926826,615,361,Lexie Laing
Starting,1500.0,133.0,0,0,Madison Packer
2019-10,1484.835957833002,105.38899284735564,5,2,Madison Packer
2019-11,1443.8250815325362,97.87483883571487,7,2,Madison Packer
2019-12,1374.4172232522574,65.00916716083864,27,7,Madison Packer
2020-01,1412.7048874021734,58.240122523998984,38,12,Madison Packer
2020-02,1402.4686046914908,58.06167935376269,40,12,Madison Packer
2020-03,1410.8293031331275,55.08471983518736,46,15,Madison Packer
2021-01,1407.530987445373,53.408858495148834,51,17,Madison Packer
2021-11,1404.5822145821344,56.346810699251634,52,17,Madison Packer
2021-12,1401.335982098503,56.90889047953492,53,17,Madison Packer
2022-01,1392.5137227922378,57.14214444923461,54,17,Madison Packer
2022-03,1393.8624396705097,57.258257097238165,57,18,Madison Packer
Starting,1500.0,133.0,0,0,Marisa Raspa
2019-10,1541.716918454558,125.42823473733786,1,1,Marisa Raspa
2019-12,1517.428038176064,59.75738893840503,30,16,Marisa Raspa
2020-01,1515.7533596537237,52.37378395962805,42,23,Marisa Raspa
Starting,1500.0,133.0,0,0,Nicole Schammel
2019-10,1515.2218895595415,48.061738356550244,58,30,Nicole Schammel
2019-11,1496.3725561250112,47.09996068343713,63,31,Nicole Schammel
2019-12,1499.8520794232084,47.55573871220039,65,32,Nicole Schammel
2020-01,1480.4474626964827,46.0138490141169,72,34,Nicole Schammel
2020-02,1475.4721260797867,46.82130887849483,73,34,Nicole Schammel
2020-03,1473.5174619098425,47.79583673179171,74,34,Nicole Schammel
2021-11,1481.2700458959953,52.26953249782131,75,35,Nicole Schammel
2022-01,1450.1347728625049,47.498744902833614,90,40,Nicole Schammel
2022-02,1406.4050392135714,40.48118857483449,114,46,Nicole Schammel
Starting,1500.0,133.0,0,0,Brooke White-Lancette
2019-10,1458.283081545442,125.42823473733786,1,0,Brooke White-Lancette
2020-02,1422.793307899812,119.64208958079386,2,0,Brooke White-Lancette
Starting,1500.0,133.0,0,0,Mallory Rushn
2019-10,1541.716918454558,125.42823473733786,1,1,Mallory Rushn
2019-12,1510.8386880073624,104.56009237565804,5,2,Mallory Rushn
2020-01,1500.6663391942147,94.82630558146248,8,3,Mallory Rushn
2020-02,1504.6886840004104,89.48939128316012,10,4,Mallory Rushn
2020-03,1525.2714272951312,87.26077187006761,11,5,Mallory Rushn
Starting,1500.0,133.0,0,0,Lauren Barnes
2019-10,1482.3277216888885,38.294487585895666,92,43,Lauren Barnes
2019-11,1514.4636614805058,34.189533242920945,123,61,Lauren Barnes
2019-12,1531.2027643060326,29.015266975856775,176,91,Lauren Barnes
2020-01,1487.4164226126957,22.299041013842583,302,143,Lauren Barnes
2020-02,1484.4930961010343,22.656894111160703,343,163,Lauren Barnes
2020-03,1481.8833944274472,23.456459522260193,372,175,Lauren Barnes
Starting,1500.0,133.0,0,0,Brooke Avery
2019-10,1526.8818294063954,63.86965964950234,28,15,Brooke Avery
2019-11,1526.9996562667136,53.543110329823094,42,21,Brooke Avery
2019-12,1547.9044249139558,42.96641619919791,70,38,Brooke Avery
2020-01,1532.356537676193,34.16737384225128,115,59,Brooke Avery
2020-02,1525.1394533676296,35.48074410372182,117,59,Brooke Avery
2021-01,1528.699075140823,38.510854499313645,119,60,Brooke Avery
Starting,1500.0,133.0,0,0,Haylea Schmid
2019-10,1425.858690311386,41.72566319289847,76,29,Haylea Schmid
2019-11,1465.7896475925093,35.24841271804587,116,48,Haylea Schmid
2019-12,1475.314089024931,27.18933705413272,196,86,Haylea Schmid
2020-01,1480.7739832350512,21.006597264948315,338,151,Haylea Schmid
2020-02,1492.0098447056037,21.586256565870343,382,176,Haylea Schmid
2020-03,1495.4898237641469,22.775829966560487,409,192,Haylea Schmid
2021-01,1499.4682467473287,24.152964951761142,435,205,Haylea Schmid
2021-03,1490.7934150989909,26.197732768794467,464,216,Haylea Schmid
2021-11,1484.2393876201188,28.41794459836982,467,216,Haylea Schmid
2022-02,1467.2917842544932,30.096410254593668,497,227,Haylea Schmid
2022-03,1487.9692879877377,29.73309621044823,517,239,Haylea Schmid
Starting,1500.0,133.0,0,0,Brooke Baker
2019-10,1451.6046106628453,109.76215190452716,4,1,Brooke Baker
2019-11,1457.2501138757862,98.94711511343758,7,2,Brooke Baker
2019-12,1418.748523100443,92.66974020419735,9,2,Brooke Baker
2020-01,1334.0172872238143,71.68937373996229,20,3,Brooke Baker
Starting,1500.0,133.0,0,0,Meghan Lorence
2019-10,1518.6595291502192,120.43792929806301,2,1,Meghan Lorence
2020-01,1576.045406486996,73.2030230537565,19,12,Meghan Lorence
2021-01,1587.7486117673932,74.22739367172746,20,13,Meghan Lorence
2021-11,1465.9166251435722,43.67717886891753,69,31,Meghan Lorence
Starting,1500.0,133.0,0,0,Tatiana Shatalova
2019-10,1404.4135842392106,120.43792929806301,2,0,Tatiana Shatalova
2019-11,1381.589669298946,115.24824879931637,3,0,Tatiana Shatalova
2019-12,1427.1454541838855,94.45889851895369,8,3,Tatiana Shatalova
2020-02,1455.7426161279882,92.33468699188809,9,4,Tatiana Shatalova
Starting,1500.0,133.0,0,0,Audra Morrison
2019-10,1552.5210079741644,82.91533537104243,15,7,Audra Morrison
2019-11,1520.6408163710548,74.5055568265807,20,8,Audra Morrison
2019-12,1523.50437143381,63.7771225452942,30,12,Audra Morrison
2020-01,1570.735779108957,51.415036098649594,50,25,Audra Morrison
2020-02,1561.5725518961083,51.94077710688233,51,25,Audra Morrison
2021-01,1553.7642716790997,53.65329095468768,52,25,Audra Morrison
2021-12,1549.1785516429736,57.35180330908519,53,25,Audra Morrison
2022-02,1504.040724376744,54.283811141819854,60,26,Audra Morrison
2022-03,1499.794411891302,54.81011405589799,61,26,Audra Morrison
Starting,1500.0,133.0,0,0,Stephanie Anderson
2019-10,1490.5952017798068,59.55441198582484,33,16,Stephanie Anderson
2019-11,1482.7459916359994,45.491171391832296,62,30,Stephanie Anderson
2019-12,1484.5601660179948,44.16096375842275,69,34,Stephanie Anderson
2020-01,1493.1285976904283,42.56696186077499,78,39,Stephanie Anderson
2020-02,1516.4099962707544,41.186641870736665,88,46,Stephanie Anderson
2020-03,1524.875139333587,38.91306717026416,104,55,Stephanie Anderson
2021-01,1508.9105214460853,27.900132570781235,203,101,Stephanie Anderson
2021-03,1496.430822642787,27.742676388353736,243,115,Stephanie Anderson
2021-11,1494.0389281497949,24.092166087547323,327,153,Stephanie Anderson
2021-12,1491.520858239713,22.348547632198073,399,184,Stephanie Anderson
2022-01,1488.2382567564916,23.54293239810928,422,196,Stephanie Anderson
2022-02,1471.0463625156772,24.382820229254943,445,201,Stephanie Anderson
Starting,1500.0,133.0,0,0,Erin Gehen
2019-10,1335.4365970817698,80.7614777586639,14,2,Erin Gehen
2019-11,1351.0284533852835,79.41529380855222,15,3,Erin Gehen
2020-03,1370.868960021005,80.07638997032628,16,4,Erin Gehen
Starting,1500.0,133.0,0,0,Christina Putigna
2019-10,1481.8782998873455,112.0181422632292,4,1,Christina Putigna
2019-12,1544.575651719032,105.24486394946564,6,3,Christina Putigna
2020-01,1568.7368987290884,101.36476600777281,7,4,Christina Putigna
2020-02,1595.087935813342,97.82821489661227,8,5,Christina Putigna
2021-12,1613.4376214690085,97.91982859120701,9,6,Christina Putigna
2022-03,1612.3675967394465,93.24128542418269,11,7,Christina Putigna
Starting,1500.0,133.0,0,0,Tori Sullivan
2019-10,1500.0,119.0179750055001,2,1,Tori Sullivan
2019-11,1508.033204075387,76.73923754164568,15,7,Tori Sullivan
2019-12,1501.6559231090075,68.5889558866401,21,10,Tori Sullivan
2020-01,1488.1456161359922,66.25659915419399,24,11,Tori Sullivan
2020-02,1502.9757952390235,65.93775911900707,25,12,Tori Sullivan
2021-02,1518.4125549402083,67.54064248135903,26,13,Tori Sullivan
2021-11,1505.4666275679276,68.22796938411105,27,13,Tori Sullivan
2022-03,1491.17666710328,70.01815124762435,28,13,Tori Sullivan
Starting,1500.0,133.0,0,0,Emily Fluke
2019-10,1387.711089654157,109.76215190452716,4,0,Emily Fluke
2019-11,1439.464225011471,91.1827334094926,9,3,Emily Fluke
2019-12,1475.5765255323372,74.59209420098612,19,7,Emily Fluke
2020-01,1472.1091582653305,71.68597337291833,22,8,Emily Fluke
2020-02,1457.8023500835288,70.95380395940425,23,8,Emily Fluke
2020-03,1442.8482995230522,70.28498618374462,24,8,Emily Fluke
2021-01,1426.4384130260278,66.04804963388654,29,9,Emily Fluke
2021-11,1444.5878428616481,57.442996327606764,42,15,Emily Fluke
2022-02,1437.859580050609,59.548963386103374,43,15,Emily Fluke
Starting,1500.0,133.0,0,0,Meaghan Pezon
2019-10,1396.1470319434027,54.950863992809936,40,14,Meaghan Pezon
2019-11,1404.7760273984695,44.49271096585674,67,26,Meaghan Pezon
2019-12,1471.3984917745152,31.513032048442454,140,66,Meaghan Pezon
2020-01,1432.2502452836534,22.54039565767797,277,118,Meaghan Pezon
2020-02,1439.6148679194546,22.140490020844627,335,146,Meaghan Pezon
2020-03,1430.9684890048106,22.270109066229406,383,163,Meaghan Pezon
2021-01,1427.960177997261,25.01702613802495,386,163,Meaghan Pezon
2021-03,1447.900775282195,26.004354669918904,429,183,Meaghan Pezon
2022-01,1433.7524944344411,29.920238764576624,449,189,Meaghan Pezon
2022-02,1431.5159567077014,24.233851827206554,543,226,Meaghan Pezon
2022-03,1453.947787475755,22.466034866815882,617,263,Meaghan Pezon
Starting,1500.0,133.0,0,0,Allie Thunstrom
2019-10,1575.1236550044687,119.0179750055001,2,2,Allie Thunstrom
2019-11,1614.323943327773,113.30049726603269,3,3,Allie Thunstrom
2020-01,1711.7044051553182,84.8980148583139,12,10,Allie Thunstrom
2020-02,1602.2571985684185,66.25478653142342,29,19,Allie Thunstrom
2020-03,1612.036807836806,65.94917623187781,30,20,Allie Thunstrom
2021-01,1557.074638221685,63.41247515684787,34,20,Allie Thunstrom
2021-11,1577.2743162418017,61.48684090460699,39,23,Allie Thunstrom
2021-12,1596.8052355340817,60.01275687674815,42,25,Allie Thunstrom
2022-02,1584.3837412054081,60.95901772395585,43,25,Allie Thunstrom
Starting,1500.0,133.0,0,0,Nina Rodgers
2019-10,1563.6108219740079,127.09351311837756,1,1,Nina Rodgers
2021-01,1475.1245046416896,102.34841618347525,6,2,Nina Rodgers
Starting,1500.0,133.0,0,0,Kendra Broad
2019-10,1417.720626610181,69.4907843643432,24,10,Kendra Broad
2019-11,1425.5558747297043,61.985129398338415,33,13,Kendra Broad
2020-01,1489.5305855096074,40.34127766417679,83,38,Kendra Broad
Starting,1500.0,133.0,0,0,Brooke Stacey
2019-10,1576.8942675401252,107.38110549335408,5,4,Brooke Stacey
2019-11,1505.4771082835425,99.47673915390992,7,4,Brooke Stacey
2019-12,1519.161872321143,93.4353903850227,9,5,Brooke Stacey
2020-01,1571.2889051884865,89.43068593745076,11,7,Brooke Stacey
2021-01,1589.1791744701684,83.69290124185554,14,9,Brooke Stacey
Starting,1500.0,133.0,0,0,Jonna Curtis
2019-10,1513.923322967017,107.38110549335408,5,2,Jonna Curtis
2019-11,1475.8927509821194,86.10823925320129,13,4,Jonna Curtis
2019-12,1483.1165286891976,77.9556431122269,18,7,Jonna Curtis
2020-01,1466.0831324280603,76.75163145213843,19,7,Jonna Curtis
2020-02,1413.7195742129202,72.62205324657744,22,7,Jonna Curtis
2020-03,1411.944763114667,66.9997541925266,27,9,Jonna Curtis
2021-01,1437.5965120720612,38.253934903027506,99,40,Jonna Curtis
2021-03,1439.6568063791362,40.482895654064166,102,41,Jonna Curtis
2021-11,1440.9490719599705,39.96874812156621,114,44,Jonna Curtis
2021-12,1467.731305432959,38.468159202316876,127,52,Jonna Curtis
2022-01,1470.5389795854653,36.72644407558301,143,59,Jonna Curtis
2022-02,1474.563484173207,33.39145149029455,175,70,Jonna Curtis
2022-03,1483.5479806547085,31.818939649845753,197,81,Jonna Curtis
Starting,1500.0,133.0,0,0,McKenna Brand
2019-10,1471.0797282836832,104.4336325224385,5,2,McKenna Brand
2019-11,1500.2875463816818,101.15193467517035,6,3,McKenna Brand
2019-12,1465.8578857133925,86.69199352488725,11,5,McKenna Brand
2020-01,1453.670639766428,85.33158056594753,12,5,McKenna Brand
2020-02,1437.7381760288768,83.58807763684008,13,5,McKenna Brand
2021-01,1447.4301229117418,71.3920176771796,21,9,McKenna Brand
2021-02,1415.1330285439276,69.56876272761308,23,9,McKenna Brand
2021-11,1395.4518912457045,69.03493088466814,25,9,McKenna Brand
2021-12,1416.2018720099366,63.45287737948872,31,12,McKenna Brand
2022-01,1439.7580447799214,62.31539110866863,33,14,McKenna Brand
2022-02,1436.6266397473757,62.767862349689956,34,14,McKenna Brand
2022-03,1448.8131904130626,51.980077525785994,51,22,McKenna Brand
Starting,1500.0,133.0,0,0,Chelsey Brodt Rosenthal
2019-10,1458.283081545442,125.42823473733786,1,0,Chelsey Brodt Rosenthal
Starting,1500.0,133.0,0,0,Kayla Meneghin
2019-10,1469.996730446343,106.37106115027953,5,2,Kayla Meneghin
2019-12,1493.2578874189853,84.53405477515781,12,6,Kayla Meneghin
2020-01,1518.0072693361171,82.91972164463046,13,7,Kayla Meneghin
2021-01,1506.5828493892895,67.27489276664326,25,11,Kayla Meneghin
Starting,1500.0,133.0,0,0,Jordan Brickner
2019-10,1458.283081545442,125.42823473733786,1,0,Jordan Brickner
2019-11,1424.8165799665107,118.62917571954114,2,0,Jordan Brickner
Starting,1500.0,133.0,0,0,Kalli Funk
2019-10,1643.2851736889106,109.76215190452716,4,4,Kalli Funk
Starting,1500.0,133.0,0,0,Lisa Martinson
2019-10,1458.283081545442,125.42823473733786,1,0,Lisa Martinson
Starting,1500.0,133.0,0,0,Kelsey Cline
2019-10,1458.283081545442,125.42823473733786,1,0,Kelsey Cline
Starting,1500.0,133.0,0,0,Kate Leary
2019-10,1477.9468188794324,127.09351311837756,1,0,Kate Leary
2019-12,1475.379741358826,113.68301274582346,3,1,Kate Leary
2020-01,1449.716214008246,107.27176281864072,5,1,Kate Leary
2020-02,1485.0899092750426,103.10142041043788,6,2,Kate Leary
2020-03,1536.4280668971587,94.36065309159002,9,4,Kate Leary
Starting,1500.0,133.0,0,0,Marie-Jo Pelletier
2019-11,1425.1883515198508,117.8887848109107,2,0,Marie-Jo Pelletier
Starting,1500.0,133.0,0,0,Ashley Birdsall
2019-11,1598.905705823263,119.66434471241638,2,2,Ashley Birdsall
2020-02,1529.969820837447,105.01786589134791,5,2,Ashley Birdsall
Starting,1500.0,133.0,0,0,Iveta Klimasova
2019-11,1483.653618025537,107.54493542520486,4,2,Iveta Klimasova
2019-12,1468.760926127458,100.81201016768593,6,3,Iveta Klimasova
2020-01,1452.6385055646415,90.81568965474798,9,4,Iveta Klimasova
2020-02,1389.2358191557898,82.16512705847687,13,4,Iveta Klimasova
2021-01,1376.5451758165389,81.84539945122876,14,4,Iveta Klimasova
2021-02,1368.2455774889518,81.00060996762986,15,4,Iveta Klimasova
Starting,1500.0,133.0,0,0,Emma Ruggiero
2019-11,1550.146387707763,80.88191802805572,14,8,Emma Ruggiero
2019-12,1510.6180173807081,76.32596006818943,17,8,Emma Ruggiero
2020-01,1511.2306941829027,72.75565295143674,20,9,Emma Ruggiero
2020-02,1507.8053745053792,69.96959556847793,23,10,Emma Ruggiero
