state,tid,spec,result,misc,exp_key,owner,version,book_time,refresh_time,loss,status,params.c_annual,params.c_monthly,params.starting_deviation,params.strength_eta
2,10,,"{'loss': 1.4249213321818517, 'params': {'c_annual': 12.727712893202241, 'c_monthly': 37.06413721840136, 'starting_deviation': 418.0, 'strength_eta': 0.7260614509486452}, 'status': 'ok'}","{'tid': 10, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [10], 'c_monthly': [10], 'starting_deviation': [10], 'strength_eta': [10]}, 'vals': {'c_annual': [12.727712893202241], 'c_monthly': [37.06413721840136], 'starting_deviation': [418.0], 'strength_eta': [0.7260614509486452]}}",,,0,2022-09-17 06:02:45.914,2022-09-17 06:02:46.034,1.4249213321818517,ok,12.727712893202241,37.06413721840136,418.0,0.7260614509486452
2,11,,"{'loss': 1.4184592948081052, 'params': {'c_annual': 25.62798500451654, 'c_monthly': 24.32568991862593, 'starting_deviation': 211.0, 'strength_eta': 175.82717743960904}, 'status': 'ok'}","{'tid': 11, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [11], 'c_monthly': [11], 'starting_deviation': [11], 'strength_eta': [11]}, 'vals': {'c_annual': [25.62798500451654], 'c_monthly': [24.32568991862593], 'starting_deviation': [211.0], 'strength_eta': [175.82717743960904]}}",,,0,2022-09-17 06:02:46.040,2022-09-17 06:02:46.164,1.4184592948081052,ok,25.62798500451654,24.32568991862593,211.0,175.82717743960904
2,12,,"{'loss': 1.419277185970296, 'params': {'c_annual': 15.424303164452208, 'c_monthly': 48.01043989608021, 'starting_deviation': 188.0, 'strength_eta': 176.29568352658822}, 'status': 'ok'}","{'tid': 12, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [12], 'c_monthly': [12], 'starting_deviation': [12], 'strength_eta': [12]}, 'vals': {'c_annual': [15.424303164452208], 'c_monthly': [48.01043989608021], 'starting_deviation': [188.0], 'strength_eta': [176.29568352658822]}}",,,0,2022-09-17 06:02:46.171,2022-09-17 06:02:46.328,1.419277185970296,ok,15.424303164452208,48.01043989608021,188.0,176.29568352658822
2,13,,"{'loss': 1.4194704727178122, 'params': {'c_annual': 18.74386436205178, 'c_monthly': 42.50677869687488, 'starting_deviation': 56.0, 'strength_eta': 105.42196154932142}, 'status': 'ok'}","{'tid': 13, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [13], 'c_monthly': [13], 'starting_deviation': [13], 'strength_eta': [13]}, 'vals': {'c_annual': [18.74386436205178], 'c_monthly': [42.50677869687488], 'starting_deviation': [56.0], 'strength_eta': [105.42196154932142]}}",,,0,2022-09-17 06:02:46.334,2022-09-17 06:02:46.455,1.4194704727178122,ok,18.74386436205178,42.50677869687488,56.0,105.42196154932142
2,14,,"{'loss': 1.4206403212269816, 'params': {'c_annual': 24.653299013753795, 'c_monthly': 11.899188457017118, 'starting_deviation': 464.0, 'strength_eta': 127.40680628482531}, 'status': 'ok'}","{'tid': 14, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [14], 'c_monthly': [14], 'starting_deviation': [14], 'strength_eta': [14]}, 'vals': {'c_annual': [24.653299013753795], 'c_monthly': [11.899188457017118], 'starting_deviation': [464.0], 'strength_eta': [127.40680628482531]}}",,,0,2022-09-17 06:02:46.462,2022-09-17 06:02:46.578,1.4206403212269816,ok,24.653299013753795,11.899188457017118,464.0,127.40680628482531
2,15,,"{'loss': 1.4204516222044123, 'params': {'c_annual': 36.71879696934683, 'c_monthly': 18.466416319168626, 'starting_deviation': 338.0, 'strength_eta': 116.6738571283658}, 'status': 'ok'}","{'tid': 15, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [15], 'c_monthly': [15], 'starting_deviation': [15], 'strength_eta': [15]}, 'vals': {'c_annual': [36.71879696934683], 'c_monthly': [18.466416319168626], 'starting_deviation': [338.0], 'strength_eta': [116.6738571283658]}}",,,0,2022-09-17 06:02:46.585,2022-09-17 06:02:46.711,1.4204516222044123,ok,36.71879696934683,18.466416319168626,338.0,116.6738571283658
2,16,,"{'loss': 1.4193142371359693, 'params': {'c_annual': 45.05118751441781, 'c_monthly': 14.538097894954616, 'starting_deviation': 106.0, 'strength_eta': 103.16642238607933}, 'status': 'ok'}","{'tid': 16, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [16], 'c_monthly': [16], 'starting_deviation': [16], 'strength_eta': [16]}, 'vals': {'c_annual': [45.05118751441781], 'c_monthly': [14.538097894954616], 'starting_deviation': [106.0], 'strength_eta': [103.16642238607933]}}",,,0,2022-09-17 06:02:46.718,2022-09-17 06:02:46.842,1.4193142371359693,ok,45.05118751441781,14.538097894954616,106.0,103.16642238607933
2,17,,"{'loss': 1.420266249760771, 'params': {'c_annual': 41.023046400274254, 'c_monthly': 24.765557096594588, 'starting_deviation': 356.0, 'strength_eta': 138.42209041425377}, 'status': 'ok'}","{'tid': 17, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [17], 'c_monthly': [17], 'starting_deviation': [17], 'strength_eta': [17]}, 'vals': {'c_annual': [41.023046400274254], 'c_monthly': [24.765557096594588], 'starting_deviation': [356.0], 'strength_eta': [138.42209041425377]}}",,,0,2022-09-17 06:02:46.852,2022-09-17 06:02:46.972,1.420266249760771,ok,41.023046400274254,24.765557096594588,356.0,138.42209041425377
2,18,,"{'loss': 1.4230198793100552, 'params': {'c_annual': 35.21416544929857, 'c_monthly': 40.53961111832549, 'starting_deviation': 363.0, 'strength_eta': 57.62768205629627}, 'status': 'ok'}","{'tid': 18, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [18], 'c_monthly': [18], 'starting_deviation': [18], 'strength_eta': [18]}, 'vals': {'c_annual': [35.21416544929857], 'c_monthly': [40.53961111832549], 'starting_deviation': [363.0], 'strength_eta': [57.62768205629627]}}",,,0,2022-09-17 06:02:46.977,2022-09-17 06:02:47.103,1.4230198793100552,ok,35.21416544929857,40.53961111832549,363.0,57.62768205629627
2,19,,"{'loss': 1.4227456405230745, 'params': {'c_annual': 1.0688642424017958, 'c_monthly': 41.994150597534045, 'starting_deviation': 444.0, 'strength_eta': 79.55717386638506}, 'status': 'ok'}","{'tid': 19, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [19], 'c_monthly': [19], 'starting_deviation': [19], 'strength_eta': [19]}, 'vals': {'c_annual': [1.0688642424017958], 'c_monthly': [41.994150597534045], 'starting_deviation': [444.0], 'strength_eta': [79.55717386638506]}}",,,0,2022-09-17 06:02:47.110,2022-09-17 06:02:47.237,1.4227456405230745,ok,1.0688642424017958,41.994150597534045,444.0,79.55717386638506
2,20,,"{'loss': 1.4180900459896075, 'params': {'c_annual': 30.384799963296793, 'c_monthly': 34.238019311286806, 'starting_deviation': 159.0, 'strength_eta': 197.2378534391752}, 'status': 'ok'}","{'tid': 20, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [20], 'c_monthly': [20], 'starting_deviation': [20], 'strength_eta': [20]}, 'vals': {'c_annual': [30.384799963296793], 'c_monthly': [34.238019311286806], 'starting_deviation': [159.0], 'strength_eta': [197.2378534391752]}}",,,0,2022-09-17 06:02:47.253,2022-09-17 06:02:47.376,1.4180900459896075,ok,30.384799963296793,34.238019311286806,159.0,197.2378534391752
2,21,,"{'loss': 1.4179744122391855, 'params': {'c_annual': 31.00413186138181, 'c_monthly': 33.07042260177877, 'starting_deviation': 149.0, 'strength_eta': 197.4876444684128}, 'status': 'ok'}","{'tid': 21, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [21], 'c_monthly': [21], 'starting_deviation': [21], 'strength_eta': [21]}, 'vals': {'c_annual': [31.00413186138181], 'c_monthly': [33.07042260177877], 'starting_deviation': [149.0], 'strength_eta': [197.4876444684128]}}",,,0,2022-09-17 06:02:47.392,2022-09-17 06:02:47.577,1.4179744122391855,ok,31.00413186138181,33.07042260177877,149.0,197.4876444684128
2,22,,"{'loss': 1.417955967868827, 'params': {'c_annual': 30.046513771381676, 'c_monthly': 33.12271946156047, 'starting_deviation': 148.0, 'strength_eta': 198.15490369766724}, 'status': 'ok'}","{'tid': 22, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [22], 'c_monthly': [22], 'starting_deviation': [22], 'strength_eta': [22]}, 'vals': {'c_annual': [30.046513771381676], 'c_monthly': [33.12271946156047], 'starting_deviation': [148.0], 'strength_eta': [198.15490369766724]}}",,,0,2022-09-17 06:02:47.594,2022-09-17 06:02:47.713,1.417955967868827,ok,30.046513771381676,33.12271946156047,148.0,198.15490369766724
2,23,,"{'loss': 1.4223253670753628, 'params': {'c_annual': 30.37495087890644, 'c_monthly': 32.567735191076096, 'starting_deviation': 51.0, 'strength_eta': 21.316402936026222}, 'status': 'ok'}","{'tid': 23, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [23], 'c_monthly': [23], 'starting_deviation': [23], 'strength_eta': [23]}, 'vals': {'c_annual': [30.37495087890644], 'c_monthly': [32.567735191076096], 'starting_deviation': [51.0], 'strength_eta': [21.316402936026222]}}",,,0,2022-09-17 06:02:47.730,2022-09-17 06:02:47.857,1.4223253670753628,ok,30.37495087890644,32.567735191076096,51.0,21.316402936026222
2,24,,"{'loss': 1.4193418984763941, 'params': {'c_annual': 30.03960127256608, 'c_monthly': 38.307573708504044, 'starting_deviation': 311.0, 'strength_eta': 197.72513219586986}, 'status': 'ok'}","{'tid': 24, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [24], 'c_monthly': [24], 'starting_deviation': [24], 'strength_eta': [24]}, 'vals': {'c_annual': [30.03960127256608], 'c_monthly': [38.307573708504044], 'starting_deviation': [311.0], 'strength_eta': [197.72513219586986]}}",,,0,2022-09-17 06:02:47.873,2022-09-17 06:02:47.988,1.4193418984763941,ok,30.03960127256608,38.307573708504044,311.0,197.72513219586986
2,25,,"{'loss': 1.4176585927051348, 'params': {'c_annual': 26.243919541835112, 'c_monthly': 30.576806254155898, 'starting_deviation': 90.0, 'strength_eta': 187.59259160937532}, 'status': 'ok'}","{'tid': 25, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [25], 'c_monthly': [25], 'starting_deviation': [25], 'strength_eta': [25]}, 'vals': {'c_annual': [26.243919541835112], 'c_monthly': [30.576806254155898], 'starting_deviation': [90.0], 'strength_eta': [187.59259160937532]}}",,,0,2022-09-17 06:02:48.006,2022-09-17 06:02:48.139,1.4176585927051348,ok,26.243919541835112,30.576806254155898,90.0,187.59259160937532
2,26,,"{'loss': 1.4177049379682196, 'params': {'c_annual': 4.9464429411641575, 'c_monthly': 29.599694646565588, 'starting_deviation': 85.0, 'strength_eta': 179.953427882389}, 'status': 'ok'}","{'tid': 26, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [26], 'c_monthly': [26], 'starting_deviation': [26], 'strength_eta': [26]}, 'vals': {'c_annual': [4.9464429411641575], 'c_monthly': [29.599694646565588], 'starting_deviation': [85.0], 'strength_eta': [179.953427882389]}}",,,0,2022-09-17 06:02:48.155,2022-09-17 06:02:48.275,1.4177049379682196,ok,4.9464429411641575,29.599694646565588,85.0,179.953427882389
2,27,,"{'loss': 1.4181636714037742, 'params': {'c_annual': 3.38643401806097, 'c_monthly': 20.65761174808307, 'starting_deviation': 84.0, 'strength_eta': 143.65637465309052}, 'status': 'ok'}","{'tid': 27, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [27], 'c_monthly': [27], 'starting_deviation': [27], 'strength_eta': [27]}, 'vals': {'c_annual': [3.38643401806097], 'c_monthly': [20.65761174808307], 'starting_deviation': [84.0], 'strength_eta': [143.65637465309052]}}",,,0,2022-09-17 06:02:48.291,2022-09-17 06:02:48.413,1.4181636714037742,ok,3.38643401806097,20.65761174808307,84.0,143.65637465309052
2,28,,"{'loss': 1.422060304678176, 'params': {'c_annual': 6.401975278093547, 'c_monthly': 28.522713123682227, 'starting_deviation': 256.0, 'strength_eta': 56.86173555776696}, 'status': 'ok'}","{'tid': 28, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [28], 'c_monthly': [28], 'starting_deviation': [28], 'strength_eta': [28]}, 'vals': {'c_annual': [6.401975278093547], 'c_monthly': [28.522713123682227], 'starting_deviation': [256.0], 'strength_eta': [56.86173555776696]}}",,,0,2022-09-17 06:02:48.430,2022-09-17 06:02:48.549,1.422060304678176,ok,6.401975278093547,28.522713123682227,256.0,56.86173555776696
2,29,,"{'loss': 1.417328666068735, 'params': {'c_annual': 0.4325506946257258, 'c_monthly': 21.22795745756033, 'starting_deviation': 84.0, 'strength_eta': 184.7204798029818}, 'status': 'ok'}","{'tid': 29, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [29], 'c_monthly': [29], 'starting_deviation': [29], 'strength_eta': [29]}, 'vals': {'c_annual': [0.4325506946257258], 'c_monthly': [21.22795745756033], 'starting_deviation': [84.0], 'strength_eta': [184.7204798029818]}}",,,0,2022-09-17 06:02:48.566,2022-09-17 06:02:48.696,1.417328666068735,ok,0.4325506946257258,21.22795745756033,84.0,184.7204798029818
2,30,,"{'loss': 1.4183542484675062, 'params': {'c_annual': 11.101013223884841, 'c_monthly': 0.5400246545629415, 'starting_deviation': 214.0, 'strength_eta': 153.5139180652542}, 'status': 'ok'}","{'tid': 30, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [30], 'c_monthly': [30], 'starting_deviation': [30], 'strength_eta': [30]}, 'vals': {'c_annual': [11.101013223884841], 'c_monthly': [0.5400246545629415], 'starting_deviation': [214.0], 'strength_eta': [153.5139180652542]}}",,,0,2022-09-17 06:02:48.713,2022-09-17 06:02:48.838,1.4183542484675062,ok,11.101013223884841,0.5400246545629415,214.0,153.5139180652542
2,31,,"{'loss': 1.4173586525608608, 'params': {'c_annual': 49.83511033442444, 'c_monthly': 20.728666811158778, 'starting_deviation': 72.0, 'strength_eta': 185.28994438180243}, 'status': 'ok'}","{'tid': 31, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [31], 'c_monthly': [31], 'starting_deviation': [31], 'strength_eta': [31]}, 'vals': {'c_annual': [49.83511033442444], 'c_monthly': [20.728666811158778], 'starting_deviation': [72.0], 'strength_eta': [185.28994438180243]}}",,,0,2022-09-17 06:02:48.855,2022-09-17 06:02:48.979,1.4173586525608608,ok,49.83511033442444,20.728666811158778,72.0,185.28994438180243
2,32,,"{'loss': 1.4201154969488046, 'params': {'c_annual': 48.0020208622643, 'c_monthly': 8.99663459826871, 'starting_deviation': 53.0, 'strength_eta': 67.4343924851346}, 'status': 'ok'}","{'tid': 32, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [32], 'c_monthly': [32], 'starting_deviation': [32], 'strength_eta': [32]}, 'vals': {'c_annual': [48.0020208622643], 'c_monthly': [8.99663459826871], 'starting_deviation': [53.0], 'strength_eta': [67.4343924851346]}}",,,0,2022-09-17 06:02:48.999,2022-09-17 06:02:49.116,1.4201154969488046,ok,48.0020208622643,8.99663459826871,53.0,67.4343924851346
2,33,,"{'loss': 1.4227773116314648, 'params': {'c_annual': 49.29747656464315, 'c_monthly': 21.157211806675924, 'starting_deviation': 293.0, 'strength_eta': 35.15678261110935}, 'status': 'ok'}","{'tid': 33, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [33], 'c_monthly': [33], 'starting_deviation': [33], 'strength_eta': [33]}, 'vals': {'c_annual': [49.29747656464315], 'c_monthly': [21.157211806675924], 'starting_deviation': [293.0], 'strength_eta': [35.15678261110935]}}",,,0,2022-09-17 06:02:49.134,2022-09-17 06:02:49.261,1.4227773116314648,ok,49.29747656464315,21.157211806675924,293.0,35.15678261110935
2,34,,"{'loss': 1.4188135412667302, 'params': {'c_annual': 0.7670935236858476, 'c_monthly': 12.865014326467145, 'starting_deviation': 181.0, 'strength_eta': 131.9971910413069}, 'status': 'ok'}","{'tid': 34, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [34], 'c_monthly': [34], 'starting_deviation': [34], 'strength_eta': [34]}, 'vals': {'c_annual': [0.7670935236858476], 'c_monthly': [12.865014326467145], 'starting_deviation': [181.0], 'strength_eta': [131.9971910413069]}}",,,0,2022-09-17 06:02:49.284,2022-09-17 06:02:49.417,1.4188135412667302,ok,0.7670935236858476,12.865014326467145,181.0,131.9971910413069
2,35,,"{'loss': 1.417352364340762, 'params': {'c_annual': 7.987484272451503, 'c_monthly': 4.186117486108401, 'starting_deviation': 120.0, 'strength_eta': 170.0997789843695}, 'status': 'ok'}","{'tid': 35, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [35], 'c_monthly': [35], 'starting_deviation': [35], 'strength_eta': [35]}, 'vals': {'c_annual': [7.987484272451503], 'c_monthly': [4.186117486108401], 'starting_deviation': [120.0], 'strength_eta': [170.0997789843695]}}",,,0,2022-09-17 06:02:49.436,2022-09-17 06:02:49.551,1.417352364340762,ok,7.987484272451503,4.186117486108401,120.0,170.0997789843695
2,36,,"{'loss': 1.4174849336692028, 'params': {'c_annual': 7.508113885296382, 'c_monthly': 1.0906216134561681, 'starting_deviation': 124.0, 'strength_eta': 163.49245677810637}, 'status': 'ok'}","{'tid': 36, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [36], 'c_monthly': [36], 'starting_deviation': [36], 'strength_eta': [36]}, 'vals': {'c_annual': [7.508113885296382], 'c_monthly': [1.0906216134561681], 'starting_deviation': [124.0], 'strength_eta': [163.49245677810637]}}",,,0,2022-09-17 06:02:49.573,2022-09-17 06:02:49.695,1.4174849336692028,ok,7.508113885296382,1.0906216134561681,124.0,163.49245677810637
2,37,,"{'loss': 1.4173609099941529, 'params': {'c_annual': 13.99951608089745, 'c_monthly': 5.25149994674481, 'starting_deviation': 118.0, 'strength_eta': 170.0456869543856}, 'status': 'ok'}","{'tid': 37, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [37], 'c_monthly': [37], 'starting_deviation': [37], 'strength_eta': [37]}, 'vals': {'c_annual': [13.99951608089745], 'c_monthly': [5.25149994674481], 'starting_deviation': [118.0], 'strength_eta': [170.0456869543856]}}",,,0,2022-09-17 06:02:49.714,2022-09-17 06:02:49.834,1.4173609099941529,ok,13.99951608089745,5.25149994674481,118.0,170.0456869543856
2,38,,"{'loss': 1.4185743020846089, 'params': {'c_annual': 2.916839737524402, 'c_monthly': 8.70994515108407, 'starting_deviation': 236.0, 'strength_eta': 155.87605726060198}, 'status': 'ok'}","{'tid': 38, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [38], 'c_monthly': [38], 'starting_deviation': [38], 'strength_eta': [38]}, 'vals': {'c_annual': [2.916839737524402], 'c_monthly': [8.70994515108407], 'starting_deviation': [236.0], 'strength_eta': [155.87605726060198]}}",,,0,2022-09-17 06:02:49.853,2022-09-17 06:02:49.968,1.4185743020846089,ok,2.916839737524402,8.70994515108407,236.0,155.87605726060198
2,39,,"{'loss': 1.4197433789486482, 'params': {'c_annual': 8.855305786483482, 'c_monthly': 3.5322515569840007, 'starting_deviation': 177.0, 'strength_eta': 90.83743276097069}, 'status': 'ok'}","{'tid': 39, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'c_annual': [39], 'c_monthly': [39], 'starting_deviation': [39], 'strength_eta': [39]}, 'vals': {'c_annual': [8.855305786483482], 'c_monthly': [3.5322515569840007], 'starting_deviation': [177.0], 'strength_eta': [90.83743276097069]}}",,,0,2022-09-17 06:02:49.987,2022-09-17 06:02:50.104,1.4197433789486482,ok,8.855305786483482,3.5322515569840007,177.0,90.83743276097069
