date,rating,deviation,n_faceoffs,wins,player_id,player_name
2020-01,1543.4799274830048,30.766845988174808,15628,8154,8471675,Sidney Crosby
2020-02,1536.3719122791886,19.689973466552754,15917,8310,8471675,Sidney Crosby
2020-03,1536.1581651531358,19.980214290859536,16157,8447,8471675,Sidney Crosby
2020-10,1541.608350178662,18.87504149005131,16437,8606,8471675,Sidney Crosby
2020-11,1524.2083596300954,26.447931292737657,16516,8646,8471675,Sidney Crosby
2021-01,1539.3853119011121,24.803529185367587,16708,8752,8471675,Sidney Crosby
2021-02,1559.920197594756,20.540811862958655,16944,8888,8471675,Sidney Crosby
2021-03,1550.0821356490835,17.19708377019767,17307,9086,8471675,Sidney Crosby
2021-04,1541.1986228644405,16.658469957692446,17676,9275,8471675,Sidney Crosby
2021-05,1496.0344420932427,19.64441836249476,17906,9376,8471675,Sidney Crosby
2022-01,1482.1005512571207,20.037359435819653,18242,9546,8471675,Sidney Crosby
2022-02,1506.6280493212296,20.591932585084198,18460,9661,8471675,Sidney Crosby
2022-03,1510.6046097451067,20.00385458452701,18700,9793,8471675,Sidney Crosby
2022-04,1515.6374762231037,15.37550858760126,19169,10051,8471675,Sidney Crosby
2022-10,1495.5524689933363,29.348695635620658,19192,10059,8471675,Sidney Crosby
2022-11,1458.2484638164137,24.09048674654388,19352,10128,8471675,Sidney Crosby
2022-12,1514.160081853865,23.728606306234038,19506,10216,8471675,Sidney Crosby
Starting,1500.0,240.0,0,0,8474291,Jay Beagle
2011-01,1461.0238858056543,75.78560936770576,31,15,8474291,Jay Beagle
2011-02,1546.906894694193,62.20524189231509,45,26,8474291,Jay Beagle
2011-03,1540.3893873096565,51.296868021835856,66,36,8474291,Jay Beagle
2011-04,1526.4518444267433,51.942285103584595,76,40,8474291,Jay Beagle
2011-10,1540.7859264638255,57.31843533420957,78,42,8474291,Jay Beagle
2011-12,1548.8941751921782,49.4240474642909,105,58,8474291,Jay Beagle
2012-01,1571.8608634232912,53.11384314336176,127,73,8474291,Jay Beagle
2012-02,1565.8328122200132,49.27275984649381,146,83,8474291,Jay Beagle
2012-03,1510.1322532279105,28.62949562192087,281,161,8474291,Jay Beagle
2012-04,1488.3497948706304,22.11928690491877,473,265,8474291,Jay Beagle
2012-10,1479.980538822002,35.01975111113664,475,265,8474291,Jay Beagle
2012-12,1502.2585456521326,49.48269122214201,481,269,8474291,Jay Beagle
2013-01,1495.3510447709048,35.41848821214376,566,318,8474291,Jay Beagle
2013-02,1507.1157309315092,26.10058336863886,697,393,8474291,Jay Beagle
2013-03,1497.3792479885367,23.508653286773892,846,469,8474291,Jay Beagle
2013-04,1509.975886695784,25.31849819923574,954,533,8474291,Jay Beagle
2014-01,1528.478848425345,28.5759767563668,1083,603,8474291,Jay Beagle
2014-02,1519.4717949212354,30.33524441240168,1144,635,8474291,Jay Beagle
2014-03,1493.8391376512595,24.48635086318868,1292,704,8474291,Jay Beagle
2014-04,1475.0153463746851,28.22994444048671,1365,737,8474291,Jay Beagle
2014-10,1529.5134331390407,33.928188896228065,1397,759,8474291,Jay Beagle
2014-11,1541.5602936279902,39.384288972681105,1412,768,8474291,Jay Beagle
2014-12,1531.407270962131,27.81953386888084,1527,829,8474291,Jay Beagle
2015-01,1560.046195803104,31.078438094224197,1635,894,8474291,Jay Beagle
2015-02,1554.0651223610491,31.811750181509616,1695,928,8474291,Jay Beagle
2015-03,1526.6993433383363,31.13800749879951,1761,964,8474291,Jay Beagle
2015-04,1578.882732435706,22.15490643773882,1949,1084,8474291,Jay Beagle
2015-10,1566.2944663776457,31.65453291526172,1977,1100,8474291,Jay Beagle
2015-11,1546.3897279574253,28.596180733075325,2067,1149,8474291,Jay Beagle
2015-12,1530.2378778586096,34.0680156104864,2099,1166,8474291,Jay Beagle
2016-02,1504.3723755453984,65.23274313267329,2101,1166,8474291,Jay Beagle
2016-03,1523.9317006275407,33.20413507887908,2198,1223,8474291,Jay Beagle
2016-04,1527.7751718866186,21.10026983725677,2425,1347,8474291,Jay Beagle
2016-10,1550.5159016528996,23.720005737355102,2550,1421,8474291,Jay Beagle
2016-11,1547.2649763778277,21.92909229089422,2735,1528,8474291,Jay Beagle
2016-12,1553.313591723426,21.763608669137675,2910,1630,8474291,Jay Beagle
2017-01,1546.9766618270892,23.55823563199579,3116,1747,8474291,Jay Beagle
2017-02,1512.423565943474,22.895960381628587,3274,1825,8474291,Jay Beagle
2017-03,1528.2722554597692,21.01368833436073,3477,1938,8474291,Jay Beagle
2017-04,1520.8465195689134,19.919580082647038,3700,2058,8474291,Jay Beagle
2017-10,1539.7357120277995,25.5270073670259,3788,2110,8474291,Jay Beagle
2017-11,1561.5647592832333,22.577930492689717,3954,2211,8474291,Jay Beagle
2017-12,1555.6318089762356,20.918856140887762,4161,2333,8474291,Jay Beagle
2018-01,1509.5816357702304,29.896173773100276,4274,2390,8474291,Jay Beagle
2018-02,1531.115415038632,22.340931452760707,4460,2495,8474291,Jay Beagle
2018-03,1582.841820522708,21.845343280406826,4640,2614,8474291,Jay Beagle
2018-04,1558.969150898857,18.17376280211206,4951,2800,8474291,Jay Beagle
2018-10,1574.0083055583682,22.16978266131171,5106,2896,8474291,Jay Beagle
2018-11,1556.907711507728,22.253152706359266,5277,2996,8474291,Jay Beagle
2018-12,1529.9983176920703,21.70478813900471,5465,3101,8474291,Jay Beagle
2019-01,1552.1434466724602,30.335345761816054,5571,3164,8474291,Jay Beagle
2019-02,1550.0814255026125,23.991905397141586,5729,3255,8474291,Jay Beagle
2019-03,1556.8786143090717,21.254239943846194,5925,3369,8474291,Jay Beagle
2019-04,1571.7989784442902,29.114433588863566,5973,3400,8474291,Jay Beagle
2019-10,1527.6707282652596,30.62951388970665,6036,3429,8474291,Jay Beagle
2019-12,1524.5140538913265,23.880744489867393,6223,3527,8474291,Jay Beagle
2020-01,1576.1282889636084,28.539890377234478,6355,3607,8474291,Jay Beagle
2020-02,1565.9028601041264,24.706919416678367,6507,3696,8474291,Jay Beagle
2020-03,1562.8192892937625,20.029757044641894,6739,3828,8474291,Jay Beagle
2020-10,1582.2582220815943,23.64875825940012,6871,3913,8474291,Jay Beagle
2020-11,1553.2035256958513,25.41879773730349,6981,3970,8474291,Jay Beagle
2020-12,1570.415160933461,23.914857509701765,7118,4052,8474291,Jay Beagle
2021-01,1558.8979743279942,27.232724451122422,7265,4135,8474291,Jay Beagle
2021-02,1539.8280435043234,25.670345705839573,7382,4197,8474291,Jay Beagle
2021-03,1546.5801821229256,31.390990680442982,7426,4225,8474291,Jay Beagle
2022-03,1572.6400092083152,47.4970137853592,7466,4250,8474291,Jay Beagle
2022-04,1488.860117521577,29.012150192414474,7582,4300,8474291,Jay Beagle
2022-10,1547.9033087614375,24.891319916499558,7715,4383,8474291,Jay Beagle
2022-11,1545.0724812740377,23.76615254582779,7861,4466,8474291,Jay Beagle
2022-12,1588.3705418757988,32.186590487976744,7890,4490,8474291,Jay Beagle
Starting,1500.0,240.0,0,0,8470171,Max Talbot
2011-01,1522.4401977364748,43.44863300162247,110,58,8470171,Max Talbot
2011-02,1509.798689082186,25.405339787826083,292,152,8470171,Max Talbot
2011-03,1477.1064742458634,26.248962892055456,404,201,8470171,Max Talbot
2011-04,1465.3465605870276,23.192204292240596,572,279,8470171,Max Talbot
2011-10,1464.3708556021982,23.81304364972648,713,343,8470171,Max Talbot
2011-11,1448.1425614394545,24.885609082598098,836,398,8470171,Max Talbot
2011-12,1495.7262544729651,24.461455042921962,975,474,8470171,Max Talbot
2012-01,1392.2906628467042,37.25202316823771,1036,495,8470171,Max Talbot
2012-02,1492.4655186501764,29.876246526281694,1136,552,8470171,Max Talbot
2012-03,1480.5491597911343,33.17545341001472,1180,569,8470171,Max Talbot
2012-04,1500.7888625757216,34.643429750727165,1224,589,8470171,Max Talbot
2012-10,1466.0008865432753,29.262718161375627,1320,628,8470171,Max Talbot
2012-11,1413.4377014485574,24.360020146831502,1478,694,8470171,Max Talbot
2012-12,1428.595123015226,23.095986204436247,1646,771,8470171,Max Talbot
2013-01,1423.7594054638762,51.01437819712036,1658,774,8470171,Max Talbot
2013-02,1442.7792596370632,33.398078376046485,1752,820,8470171,Max Talbot
2013-03,1474.315346346577,30.105327028676424,1838,863,8470171,Max Talbot
2014-01,1419.370109708705,39.21272969126071,1898,885,8470171,Max Talbot
2014-02,1433.4898841158774,44.14401498448208,1909,890,8470171,Max Talbot
2014-03,1392.481902101748,41.38916965123316,1939,900,8470171,Max Talbot
2014-04,1365.1850942011522,40.1689686594221,1969,910,8470171,Max Talbot
2014-10,1429.5926537294667,40.95677426544096,1995,926,8470171,Max Talbot
2014-11,1420.8785127124725,37.939403613248146,2035,945,8470171,Max Talbot
2014-12,1446.4093433808398,36.850280692726336,2076,966,8470171,Max Talbot
2015-01,1439.8519901499642,50.538662315364505,2097,974,8470171,Max Talbot
2015-02,1423.9424137578617,51.84973673369868,2108,977,8470171,Max Talbot
2015-03,1403.3477027318102,52.748319784884586,2119,980,8470171,Max Talbot
2015-04,1414.8018437418739,58.686231892512524,2120,981,8470171,Max Talbot
2015-10,1447.614559861625,51.65734875886776,2139,992,8470171,Max Talbot
2015-11,1433.1684269132472,51.14931407485249,2152,998,8470171,Max Talbot
2015-12,1497.1117360176,34.1392265325267,2234,1042,8470171,Max Talbot
2016-01,1462.3652813614317,30.05549320242877,2364,1098,8470171,Max Talbot
2016-02,1438.5423415919533,30.1892235196832,2436,1128,8470171,Max Talbot
2016-04,1478.793528457196,43.242659863246146,2455,1140,8470171,Max Talbot
2016-11,1460.5132121510605,48.20047723675018,2474,1148,8470171,Max Talbot
2016-12,1514.5974043764393,30.436482116590337,2579,1206,8470171,Max Talbot
Starting,1500.0,240.0,0,0,8473618,Mathieu Perreault
2011-01,1531.3126567036102,48.503254497775,85,45,8473618,Mathieu Perreault
2011-02,1438.905064545687,32.84656928709565,180,84,8473618,Mathieu Perreault
2011-10,1423.0539016028106,42.9920165140593,216,100,8473618,Mathieu Perreault
2011-12,1452.7433904840827,33.67906835222541,305,139,8473618,Mathieu Perreault
2012-01,1494.1359351337674,45.58311552081676,339,158,8473618,Mathieu Perreault
2012-02,1500.4494508498155,27.775278464364245,479,228,8473618,Mathieu Perreault
2012-03,1523.4764786124633,24.26865696439681,632,307,8473618,Mathieu Perreault
2012-04,1532.4220112206883,29.35349744097409,694,340,8473618,Mathieu Perreault
2012-10,1496.3133361083521,33.57566361485471,733,358,8473618,Mathieu Perreault
2012-11,1475.666126326326,38.30681848969238,756,367,8473618,Mathieu Perreault
2012-12,1471.7257200830843,38.542336712392775,788,384,8473618,Mathieu Perreault
2013-01,1472.6052675182987,52.717596054354864,807,394,8473618,Mathieu Perreault
2013-02,1491.660215886926,37.1848611054116,872,428,8473618,Mathieu Perreault
2013-03,1494.249118310307,29.39634556718194,973,484,8473618,Mathieu Perreault
2013-04,1498.6913029173804,21.589596669354506,1200,599,8473618,Mathieu Perreault
2014-01,1551.5287556317412,29.526991813773172,1327,674,8473618,Mathieu Perreault
2014-02,1506.8659253372891,33.89137245692572,1367,688,8473618,Mathieu Perreault
2014-03,1536.2542279712693,26.84553094972465,1495,758,8473618,Mathieu Perreault
2014-04,1472.7600851906543,20.846198502726264,1729,860,8473618,Mathieu Perreault
2014-10,1514.0781522360992,22.160576910091297,1905,961,8473618,Mathieu Perreault
2014-11,1519.1208418604033,22.723971172552986,2072,1044,8473618,Mathieu Perreault
2014-12,1522.1992631320084,26.488187812555243,2167,1095,8473618,Mathieu Perreault
2015-01,1483.050286035203,33.376898084340866,2253,1139,8473618,Mathieu Perreault
2015-02,1456.0641401137416,30.806054473169027,2325,1176,8473618,Mathieu Perreault
2015-03,1448.1262400618166,39.53397627231437,2333,1180,8473618,Mathieu Perreault
2015-04,1429.2166884828991,44.25101761128837,2344,1183,8473618,Mathieu Perreault
2015-10,1462.4737526195574,32.37124211676179,2425,1226,8473618,Mathieu Perreault
2015-11,1492.2317814791243,28.868823894181823,2523,1277,8473618,Mathieu Perreault
2015-12,1479.4842563664297,28.468262318971956,2609,1321,8473618,Mathieu Perreault
2016-01,1513.571876453048,32.303038509913904,2710,1373,8473618,Mathieu Perreault
2016-02,1483.819609647512,35.39228746482367,2744,1387,8473618,Mathieu Perreault
2016-03,1463.8961413981801,43.1955556087241,2749,1388,8473618,Mathieu Perreault
2016-10,1411.6205865309125,43.72926636148797,2781,1400,8473618,Mathieu Perreault
2016-11,1412.9748235497439,48.890421943453426,2787,1403,8473618,Mathieu Perreault
2016-12,1425.0656067470813,45.40103803723088,2812,1415,8473618,Mathieu Perreault
2017-01,1429.8286830364138,64.45716555511608,2816,1417,8473618,Mathieu Perreault
2017-02,1413.420487440173,68.82171635625835,2817,1417,8473618,Mathieu Perreault
2017-10,1482.8490178571426,31.57291749291404,2947,1484,8473618,Mathieu Perreault
2017-11,1489.2812647020967,36.529031246271025,2973,1497,8473618,Mathieu Perreault
2017-12,1491.6095409046686,38.86529450547068,3001,1512,8473618,Mathieu Perreault
2018-01,1516.8335090931607,54.084978414927264,3015,1521,8473618,Mathieu Perreault
2018-02,1533.845458070866,56.93506460168046,3020,1524,8473618,Mathieu Perreault
2018-03,1512.3555240495907,54.05597176909613,3033,1529,8473618,Mathieu Perreault
2018-04,1495.1175500482943,55.13598639890862,3041,1533,8473618,Mathieu Perreault
2018-10,1530.4725665083001,57.15245145985187,3047,1538,8473618,Mathieu Perreault
2018-11,1523.4197556165404,58.47781015449427,3054,1542,8473618,Mathieu Perreault
2018-12,1504.6229236922154,55.57100665172316,3066,1547,8473618,Mathieu Perreault
2019-01,1421.1399424241572,65.20515923268935,3074,1548,8473618,Mathieu Perreault
2019-02,1427.5537810083677,66.30431755003315,3078,1550,8473618,Mathieu Perreault
2019-04,1445.608638769168,72.02091134482878,3081,1552,8473618,Mathieu Perreault
2019-10,1485.9245541902947,61.048263903203434,3097,1561,8473618,Mathieu Perreault
2019-11,1478.303658482321,59.48891974603803,3105,1565,8473618,Mathieu Perreault
2019-12,1501.3469738133485,52.81467101221539,3122,1575,8473618,Mathieu Perreault
2020-01,1504.9352373731988,64.9765712803087,3130,1580,8473618,Mathieu Perreault
2020-03,1502.4620893634856,70.1515707169917,3134,1582,8473618,Mathieu Perreault
2020-10,1524.7438385186151,68.29000043510459,3139,1585,8473618,Mathieu Perreault
2020-11,1561.8338622626934,70.86305373605798,3141,1587,8473618,Mathieu Perreault
2020-12,1578.2423773359205,72.1067361654255,3144,1589,8473618,Mathieu Perreault
2021-01,1539.3796077946208,77.84325222111289,3149,1591,8473618,Mathieu Perreault
2021-02,1532.0433240938723,78.56707792205653,3151,1592,8473618,Mathieu Perreault
2021-03,1464.1966902837353,77.63888275683708,3155,1593,8473618,Mathieu Perreault
2021-04,1477.8058204813067,80.16899056163383,3157,1594,8473618,Mathieu Perreault
2022-03,1420.4803017961435,92.7319119971281,3161,1595,8473618,Mathieu Perreault
2022-04,1472.3290322908772,85.84819482588968,3165,1598,8473618,Mathieu Perreault
2022-10,1501.4633374940208,47.02840230338335,3215,1623,8473618,Mathieu Perreault
2022-12,1499.6781199239622,52.947121270847354,3228,1630,8473618,Mathieu Perreault
Starting,1500.0,240.0,0,0,8475149,Marcus Johansson
2011-01,1442.0627579715324,45.907995702293825,96,40,8475149,Marcus Johansson
2011-02,1476.0940010331128,31.634862238434675,195,88,8475149,Marcus Johansson
2011-03,1465.1403302358856,23.919155979138175,377,164,8475149,Marcus Johansson
2011-04,1438.4509322635727,24.78025976953492,510,213,8475149,Marcus Johansson
2011-10,1408.374616017876,30.12191309051186,563,231,8475149,Marcus Johansson
2011-11,1417.3557349938924,28.32217631017972,657,270,8475149,Marcus Johansson
2011-12,1399.0108713924756,28.115002848114724,750,302,8475149,Marcus Johansson
2012-01,1444.5113256451007,28.420699067750206,899,370,8475149,Marcus Johansson
2012-02,1450.7186495280607,23.85911834496134,1073,443,8475149,Marcus Johansson
2012-03,1441.5675373705276,29.523323378388636,1132,469,8475149,Marcus Johansson
2012-04,1458.2015098212464,35.57459727915367,1158,481,8475149,Marcus Johansson
2012-10,1432.219485410794,30.11140540647554,1249,516,8475149,Marcus Johansson
2012-11,1457.2581638472684,24.72563284123144,1408,589,8475149,Marcus Johansson
2012-12,1429.4664707120917,27.89068561327791,1486,621,8475149,Marcus Johansson
2013-01,1412.1370439567897,52.669676126067,1496,624,8475149,Marcus Johansson
2013-02,1469.9500868370621,51.79502933179452,1509,633,8475149,Marcus Johansson
2013-03,1467.165582551795,40.341526844335824,1556,653,8475149,Marcus Johansson
2013-04,1481.1532312492136,41.55566273236827,1581,663,8475149,Marcus Johansson
2014-01,1402.4331559255106,42.65620630642906,1630,681,8475149,Marcus Johansson
2014-02,1362.0802887408909,47.05825112225537,1639,682,8475149,Marcus Johansson
2014-03,1366.8723969958367,34.08308555720664,1719,712,8475149,Marcus Johansson
2014-04,1331.881130773479,34.89769401751825,1760,725,8475149,Marcus Johansson
2014-10,1338.4344771010583,43.35907978699993,1764,727,8475149,Marcus Johansson
2014-11,1357.597440272455,34.83080160399316,1841,752,8475149,Marcus Johansson
2014-12,1379.073665633408,41.40732768074349,1855,758,8475149,Marcus Johansson
2015-01,1359.3486405946023,62.57422582347985,1859,759,8475149,Marcus Johansson
2015-02,1340.4514338962579,66.20634940070917,1861,759,8475149,Marcus Johansson
2015-03,1363.7348055728546,68.02443998955296,1865,761,8475149,Marcus Johansson
2015-04,1387.065510061739,72.31025974796854,1866,762,8475149,Marcus Johansson
2015-10,1417.1335187180762,73.90572757205175,1868,764,8475149,Marcus Johansson
2015-11,1413.9819523172005,75.52638890656367,1870,765,8475149,Marcus Johansson
2015-12,1409.7486545107886,76.60925286068507,1872,766,8475149,Marcus Johansson
2016-01,1432.9798596495098,42.6595731670772,1940,799,8475149,Marcus Johansson
2016-02,1456.3609981012075,34.19986621523892,2011,836,8475149,Marcus Johansson
2016-03,1454.4812107249372,30.870744922616527,2086,870,8475149,Marcus Johansson
2016-04,1443.2296719916108,30.988511157786522,2160,895,8475149,Marcus Johansson
2016-10,1427.5146418600243,40.65248171623918,2163,895,8475149,Marcus Johansson
2016-11,1437.2761356412975,47.126090301208386,2169,898,8475149,Marcus Johansson
2016-12,1422.056372076035,52.32576571709265,2173,899,8475149,Marcus Johansson
2017-01,1394.0814760840492,70.61198574240392,2175,899,8475149,Marcus Johansson
2017-03,1414.3620306569776,68.83543634794817,2183,904,8475149,Marcus Johansson
2017-04,1399.6880960259741,68.44556730787349,2188,905,8475149,Marcus Johansson
2017-10,1400.7439467731263,70.0119228597108,2191,906,8475149,Marcus Johansson
2017-11,1384.9138740760923,63.39013043289351,2201,910,8475149,Marcus Johansson
2017-12,1403.806027675665,64.89671707824125,2205,913,8475149,Marcus Johansson
2018-01,1447.0918809704442,63.16625426632694,2225,920,8475149,Marcus Johansson
2018-04,1457.1357613802536,75.89930940932508,2227,921,8475149,Marcus Johansson
2018-10,1551.5406840354065,49.8443901397784,2262,943,8475149,Marcus Johansson
2018-12,1483.7721739530373,51.38530516589847,2281,950,8475149,Marcus Johansson
2019-01,1520.5096040324968,65.47412798758477,2288,954,8475149,Marcus Johansson
2019-02,1452.96448872893,57.65284727088648,2303,959,8475149,Marcus Johansson
2019-03,1447.5919291023815,61.119299080962364,2306,960,8475149,Marcus Johansson
2019-04,1464.7758853955802,55.566018685484934,2321,968,8475149,Marcus Johansson
2019-10,1461.3314359449953,58.11072173045766,2326,970,8475149,Marcus Johansson
2019-11,1402.682047349588,58.405152222432044,2334,971,8475149,Marcus Johansson
2019-12,1384.0893024621075,57.85988499617507,2344,973,8475149,Marcus Johansson
2020-01,1420.886183263441,38.91730020181904,2423,1009,8475149,Marcus Johansson
2020-02,1443.3651223011136,34.05491239012787,2489,1038,8475149,Marcus Johansson
2020-03,1429.8350469665286,36.154276583147904,2526,1053,8475149,Marcus Johansson
2020-10,1404.0942875747137,28.154031770493077,2640,1096,8475149,Marcus Johansson
2020-11,1424.3228104495893,31.57540541720011,2695,1120,8475149,Marcus Johansson
2020-12,1403.9967679206948,25.94492486774023,2834,1169,8475149,Marcus Johansson
2021-01,1397.252159759728,52.58563625644953,2844,1172,8475149,Marcus Johansson
2021-02,1377.387746809586,50.27699095477666,2863,1178,8475149,Marcus Johansson
2021-03,1357.4216961102566,54.30422394921864,2868,1179,8475149,Marcus Johansson
2021-04,1361.7153526163413,42.730474229626445,2910,1197,8475149,Marcus Johansson
2021-05,1365.8378617048606,46.350920106187225,2923,1201,8475149,Marcus Johansson
2022-01,1394.5572944012365,61.73160487607418,2931,1206,8475149,Marcus Johansson
2022-02,1379.1778207978748,46.69496035075673,2963,1220,8475149,Marcus Johansson
2022-03,1331.780011379444,45.36865086510392,2983,1224,8475149,Marcus Johansson
2022-04,1396.856493622156,44.42871576216487,3006,1237,8475149,Marcus Johansson
2022-10,1404.5287920637522,51.47969768267649,3008,1238,8475149,Marcus Johansson
2022-11,1378.6272319262828,52.500053644406265,3019,1240,8475149,Marcus Johansson
2022-12,1405.57874793108,53.234794124109825,3028,1246,8475149,Marcus Johansson
Starting,1500.0,240.0,0,0,8469483,David Steckel
2011-01,1650.2119331901195,39.41641493634088,133,88,8469483,David Steckel
2011-02,1547.814073574127,33.058901593897446,233,147,8469483,David Steckel
2011-03,1543.015167457633,28.671354376808235,334,201,8469483,David Steckel
2011-04,1542.2768291104833,32.47763240333382,383,231,8469483,David Steckel
2011-10,1541.4464652600782,27.37768821067174,502,298,8469483,David Steckel
2011-11,1621.1343694367333,22.735868775759354,685,426,8469483,David Steckel
2011-12,1618.027147613453,24.557397794826645,820,511,8469483,David Steckel
2012-01,1627.5035866059318,27.84624506757585,974,605,8469483,David Steckel
2012-02,1606.6763133865122,23.900752140839934,1140,703,8469483,David Steckel
2012-03,1574.5666152515762,20.81341914820425,1381,845,8469483,David Steckel
2012-04,1548.2544462046098,30.809468853985198,1413,860,8469483,David Steckel
2012-10,1573.9601235349253,22.026371343676338,1633,994,8469483,David Steckel
2012-11,1569.836469911249,22.617189152322577,1805,1093,8469483,David Steckel
2012-12,1546.3835818292337,24.83166647440775,1928,1154,8469483,David Steckel
2013-01,1524.4235668038389,52.21502417407427,1937,1156,8469483,David Steckel
2013-02,1510.4673697854435,40.852261187969525,1983,1178,8469483,David Steckel
2013-03,1556.5081782103161,28.497314016437947,2103,1244,8469483,David Steckel
2013-04,1573.47817645324,22.104844094701022,2319,1367,8469483,David Steckel
2014-02,1638.4816770244793,45.52477085277906,2351,1390,8469483,David Steckel
2014-12,1628.1703430254818,49.157966247619775,2387,1411,8469483,David Steckel
Starting,1500.0,240.0,0,0,8465166,Craig Adams
2011-01,1382.3947035364888,72.36664693131418,35,13,8465166,Craig Adams
2011-02,1438.725413895031,34.40627311453066,138,55,8465166,Craig Adams
2011-03,1429.504762314851,31.60422716348954,207,83,8465166,Craig Adams
2011-04,1453.5637644130893,29.87768803045432,282,119,8465166,Craig Adams
2011-10,1445.2076446341,31.846301959785897,333,141,8465166,Craig Adams
2011-11,1421.3139582183135,29.045087668920132,418,179,8465166,Craig Adams
2011-12,1431.389585728384,28.247558796572967,503,216,8465166,Craig Adams
2012-01,1443.0114283617554,36.948923788050614,564,244,8465166,Craig Adams
2012-02,1413.1768142519436,39.1450740262369,590,253,8465166,Craig Adams
2012-03,1444.3270566243211,32.90287449703255,658,285,8465166,Craig Adams
2012-04,1447.7572392764246,39.0547388387537,673,292,8465166,Craig Adams
2012-10,1462.4441238468771,40.291083856479254,697,304,8465166,Craig Adams
2012-11,1432.9861965572657,39.49292383419517,727,314,8465166,Craig Adams
2012-12,1473.8226949552616,32.009950682951505,804,353,8465166,Craig Adams
2013-01,1470.8320234540972,53.76225154952527,814,358,8465166,Craig Adams
2013-02,1447.9177558358413,49.43244783477841,833,365,8465166,Craig Adams
2013-03,1504.9008166623069,47.80577802570288,850,376,8465166,Craig Adams
2013-04,1488.8793957472428,31.401182683423624,944,420,8465166,Craig Adams
2014-01,1488.3874016355392,45.614028410643215,973,434,8465166,Craig Adams
2014-02,1454.1555996732234,47.77227003097235,984,437,8465166,Craig Adams
2014-03,1429.4848935638943,45.268980215904584,1006,444,8465166,Craig Adams
2014-04,1486.0281506376832,36.04009058581395,1068,475,8465166,Craig Adams
2014-10,1468.2032860772256,43.0171089788341,1075,477,8465166,Craig Adams
2014-11,1439.3008388224403,47.34609358095759,1083,479,8465166,Craig Adams
2014-12,1426.6652191941084,50.20719303162503,1092,482,8465166,Craig Adams
2015-01,1477.8564412307614,60.965130269037246,1105,489,8465166,Craig Adams
2015-02,1496.0347698638982,61.262753467567734,1111,492,8465166,Craig Adams
2015-03,1501.758070758947,65.07341471975789,1113,493,8465166,Craig Adams
2015-04,1512.743518692417,69.31906307368241,1114,494,8465166,Craig Adams
2015-10,1519.829200973769,67.57734830560817,1119,497,8465166,Craig Adams
2015-11,1479.0921607947494,64.85418433958094,1126,499,8465166,Craig Adams
2015-12,1399.4564225308582,64.05655669601146,1132,499,8465166,Craig Adams
Starting,1500.0,240.0,0,0,8473563,Nicklas Backstrom
2011-01,1549.5651447980572,33.08976198123897,189,101,8473563,Nicklas Backstrom
2011-02,1509.4689587165838,23.379188277155492,392,201,8473563,Nicklas Backstrom
2011-03,1545.7253652287254,24.984082141568418,512,270,8473563,Nicklas Backstrom
2011-04,1509.134237854091,20.723650579643138,747,377,8473563,Nicklas Backstrom
2011-10,1559.872369945371,21.239319686838286,950,496,8473563,Nicklas Backstrom
2011-11,1512.063984531164,19.700232702599283,1203,621,8473563,Nicklas Backstrom
2011-12,1532.218626863143,19.135264045937422,1466,759,8473563,Nicklas Backstrom
2012-01,1521.5537967736468,43.759358353857316,1497,775,8473563,Nicklas Backstrom
2012-03,1548.558668657478,54.77464508614413,1503,779,8473563,Nicklas Backstrom
2012-04,1526.4476938049977,20.614931035423574,1799,925,8473563,Nicklas Backstrom
2012-10,1499.3339290596512,23.976447268279877,1931,983,8473563,Nicklas Backstrom
2012-11,1541.3491107979398,20.640726944603273,2165,1115,8473563,Nicklas Backstrom
2012-12,1539.5359429986602,20.44082458650072,2390,1228,8473563,Nicklas Backstrom
2013-01,1507.1165071094902,30.22722215732327,2502,1283,8473563,Nicklas Backstrom
2013-02,1524.189374087102,21.26247540946953,2735,1406,8473563,Nicklas Backstrom
2013-03,1514.0140702718722,19.944606637116507,2974,1525,8473563,Nicklas Backstrom
2013-04,1529.6204325916635,16.921113920261785,3351,1726,8473563,Nicklas Backstrom
2014-01,1512.4547025992426,22.27895799743745,3598,1852,8473563,Nicklas Backstrom
2014-02,1513.5359654708793,25.91491750787817,3699,1905,8473563,Nicklas Backstrom
2014-03,1524.8819822286368,19.92502478933944,3958,2040,8473563,Nicklas Backstrom
2014-04,1515.9465219804636,25.523953533594128,4061,2095,8473563,Nicklas Backstrom
2014-10,1462.6833789067102,21.9154600722057,4265,2188,8473563,Nicklas Backstrom
2014-11,1489.8177995427181,20.12383716971106,4514,2310,8473563,Nicklas Backstrom
2014-12,1519.070831381622,19.772442571021337,4766,2440,8473563,Nicklas Backstrom
2015-01,1527.6299010949897,21.6377861055821,5029,2577,8473563,Nicklas Backstrom
2015-02,1541.0978178283517,19.60263003216621,5285,2717,8473563,Nicklas Backstrom
2015-03,1517.4885345813814,19.5993603887556,5537,2850,8473563,Nicklas Backstrom
2015-04,1549.9749743831967,16.106849737629524,5967,3094,8473563,Nicklas Backstrom
2015-10,1538.7018056028826,22.019063682993952,6133,3186,8473563,Nicklas Backstrom
2015-11,1525.8326059271878,18.84322419096852,6429,3346,8473563,Nicklas Backstrom
2015-12,1507.649212792306,19.341937306841,6686,3484,8473563,Nicklas Backstrom
2016-01,1478.239835015167,23.86540699871654,6893,3589,8473563,Nicklas Backstrom
